"COUNTY","YEAR","WATER_SYSTEM_NUMBER","VIOLATION_TYPE_NAME","REGULATING_AGENCY","VIOL_MONTH","WaterSystemName","FederalWaterSystemType","StateWaterSystemType","WaterSystemStatus","OwnerType","PrimaryWaterSourceType","ResidentialPopulation","NonTransientPopulation","TransientPopulation","TotalPopulation","SC_Agricultural","SC_Combined","SC_Commercial","SC_Institutional","SC_Residential","SC_Total","FeeCodeDescription","SNSVVisitDate","CITY","TreatmentPlantClass","DistributionSystemClass","Kids","Teen","Senior","Adult1","Adult2"
"TULARE",2012,"CA5400682","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",10,"PLAINVIEW MWC - CENTRAL WATER","Community","Community","ACTIVE","Private","Groundwater",138,0,0,138,NA,42,0,0,0,42,"Small Community","9/23/2016","PLAINVIEW","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400682","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",10,"PLAINVIEW MWC - CENTRAL WATER","Community","Community","ACTIVE","Private","Groundwater",138,0,0,138,NA,42,0,0,0,42,"Small Community","9/23/2016","PLAINVIEW","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400711","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"SIERRA VIEW JR ACADEMY","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Private","Groundwater",NA,104,0,104,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","9/16/2016","EXETER","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400711","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"SIERRA VIEW JR ACADEMY","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Private","Groundwater",NA,104,0,104,NA,7,0,0,0,7,"NonTransient-NonCommunity Water System","9/16/2016","EXETER","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",1,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",4,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400735","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"RODRIGUEZ LABOR CAMP","Community","Community","ACTIVE","Private","Groundwater",110,0,0,110,NA,35,0,0,0,35,"Small Community","7/24/2015","RICHGROVE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",4,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",4,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",7,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",7,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",10,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5400795","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"WAUKENA ELEMENTARY SCHOOL","Non-Transient Non-Community","Non-Transient Non-Community","ACTIVE","Local","Groundwater",NA,245,0,245,NA,5,0,0,0,5,"NonTransient-NonCommunity Water System","8/31/2015","TULARE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5401003","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"EAST OROSI CSD","Community","Community","ACTIVE","Local","Groundwater",700,0,0,700,NA,106,0,0,0,106,"Small Community","10/20/2017","OROSI","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5401003","MCL, SINGLE SAMPLE","DISTRICT 24 - TULARE",7,"EAST OROSI CSD","Community","Community","ACTIVE","Local","Groundwater",700,0,0,700,NA,106,0,0,0,106,"Small Community","10/20/2017","OROSI","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5402048","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",1,"DEL ORO RIVER ISLAND SERV TERR #2","Community","Community","ACTIVE","Private","Groundwater",99,0,0,99,NA,30,0,0,0,30,"Small Community","9/2/2015","SPRINGVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5402048","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",4,"DEL ORO RIVER ISLAND SERV TERR #2","Community","Community","ACTIVE","Private","Groundwater",99,0,0,99,NA,30,0,0,0,30,"Small Community","9/2/2015","SPRINGVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5402048","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",10,"DEL ORO RIVER ISLAND SERV TERR #2","Community","Community","ACTIVE","Private","Groundwater",99,0,0,99,NA,30,0,0,0,30,"Small Community","9/2/2015","SPRINGVILLE","#N/A","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",1,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",1,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",4,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",4,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",7,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",7,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410006","MCL,  AVERAGE","DISTRICT 24 - TULARE",10,"LINDSAY, CITY OF","Community","Community","ACTIVE","Local","Surface Water",14200,0,0,14200,NA,2959,0,0,0,2959,"Disadvantaged Large Community Water System","12/12/2017","LINDSAY","Treatment Operator Level 3","Distribution Operator Level 3",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410007","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",10,"LSID - TONYVILLE","Community","Community","ACTIVE","Local","Surface Water",500,0,0,500,NA,50,0,0,0,50,"Disadvantaged Small Community Water System","1/22/2014","LINDSAY","Treatment Operator Level 2","Distribution Operator Level 1",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410009","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"PIXLEY PUBLIC UTIL DIST","Community","Community","ACTIVE","Local","Groundwater",3310,0,0,3310,NA,825,0,0,0,825,"Small Community","6/20/2017","PIXLEY","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410050","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"ALPAUGH COMMUNITY SERVICES DISTRICT","Community","Community","ACTIVE","Local","Groundwater",1026,0,0,1026,NA,391,0,0,0,391,"Disadvantaged Small Community Water System","10/13/2015","ALPAUGH","#N/A","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410503","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"NPS-WOLVERTON","Community","Community","ACTIVE","Federal Government","Surface Water",40,0,0,40,NA,131,0,0,0,131,"Small Community","6/10/2015","THREE RIVERS","Treatment Operator Level 2","Distribution Operator Level 2",89764,76557,27797,64670,193347
"TULARE",2012,"CA5410503","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"NPS-WOLVERTON","Community","Community","ACTIVE","Federal Government","Surface Water",40,0,0,40,NA,131,0,0,0,131,"Small Community","6/10/2015","THREE RIVERS","Treatment Operator Level 2","Distribution Operator Level 2",89764,76557,27797,64670,193347
